feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,state
-0.01237,-0.012228,-0.012124,0.0,-0.012141,0.00039,29.347246,909.975342,0.000986,0.000955,-0.0,2.12949,0.976562,1.953125,3.90625,13.671875,0.199247,0.199393,0.0,0.008173,0.008275,0.008371,0.008236,0.000275,-26.247257,782.693481,0.000631,0.000667,-0.0,2.12949,0.976562,1.953125,12.695313,3.90625,0.135553,0.135816,stop
-0.012336,-0.012245,-0.012152,0.0,-0.012161,0.000387,30.33029,950.611511,0.001001,0.000993,-0.0,2.12949,0.976562,1.953125,2.929688,12.695313,0.198969,0.199069,0.0,0.008242,0.008331,0.008477,0.008324,0.000275,-26.936798,811.348816,0.000604,0.000668,-0.0,2.12949,0.976562,1.953125,12.695313,6.835937,0.137661,0.137763,stop
-0.012304,-0.012216,-0.012129,0.0,-0.012128,0.000387,29.979433,935.974731,0.000944,0.000941,-0.0,2.12949,0.976562,1.953125,3.90625,2.929688,0.198066,0.198213,0.0,0.008371,0.008454,0.008538,0.008422,0.000272,-29.000334,894.855652,0.000627,0.000658,-0.0,2.12949,0.976562,1.953125,12.695313,13.671875,0.13897,0.138978,stop
-0.012244,-0.012092,-0.011987,0.0,-0.012007,0.000387,29.183447,903.239014,0.001023,0.000986,-0.0,1.962227,0.976562,1.953125,12.695313,2.929688,0.1966,0.19671,0.0,0.00849,0.008578,0.008701,0.008548,0.000283,-26.792753,804.849426,0.000783,0.000692,-0.0,1.962227,0.976562,1.953125,2.929688,12.695313,0.141181,0.141243,stop
-0.012498,-0.012393,-0.01227,0.0,-0.012249,0.000407,26.613514,797.935486,0.000951,0.000963,-0.0,2.12949,0.976562,1.953125,3.90625,4.882812,0.196988,0.196997,0.0,0.008324,0.008399,0.008718,0.008408,0.000286,-24.774853,727.018433,0.000626,0.000717,-0.0,2.12949,0.976562,1.953125,4.882812,3.90625,0.141212,0.141284,stop
-0.012311,-0.012186,-0.012096,0.0,-0.012112,0.000387,29.865791,931.400635,0.000946,0.000961,-0.0,2.12949,0.976562,1.953125,12.695313,3.90625,0.197797,0.197638,0.0,0.008411,0.008477,0.008567,0.008452,0.00027,-29.887218,931.882263,0.000658,0.000677,-0.0,2.12949,0.976562,1.953125,12.695313,2.929688,0.140021,0.140262,stop
-0.012209,-0.012046,-0.012005,0.0,-0.012003,0.000382,30.185205,944.676819,0.000914,0.000978,-0.0,2.12949,0.976562,12.695313,3.90625,25.390625,0.196257,0.196198,0.0,0.008542,0.00857,0.008629,0.008548,0.000271,-30.545376,959.289124,0.000702,0.00069,-0.0,2.12949,0.976562,1.953125,2.929688,12.695313,0.140974,0.140995,stop
-0.012154,-0.011977,-0.011885,0.0,-0.011901,0.000386,28.501387,875.219482,0.000898,0.000951,-0.0,2.12949,0.976562,1.953125,12.695313,2.929688,0.19403,0.194103,0.0,0.008586,0.008684,0.008829,0.008665,0.000286,-27.225368,822.739075,0.000717,0.000728,-0.0,2.12949,0.976562,1.953125,12.695313,2.929688,0.143202,0.143159,stop
-0.011962,-0.011834,-0.011694,0.0,-0.011701,0.000391,26.246943,783.675842,0.000915,0.000932,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,0.190448,0.190463,0.0,0.008764,0.008877,0.009131,0.008887,0.00031,-23.017962,658.177185,0.000741,0.000722,-0.0,2.12949,0.976562,1.953125,12.695313,2.929688,0.147203,0.147367,stop
-0.011695,-0.011615,-0.011587,0.0,-0.011553,0.000368,30.155272,943.122314,0.000913,0.000913,-0.0,2.12949,0.976562,1.953125,2.929688,25.390625,0.18813,0.188415,0.0,0.009046,0.009117,0.009296,0.009115,0.0003,-27.362516,828.620422,0.000726,0.000732,-0.0,2.12949,0.976562,12.695313,1.953125,26.367187,0.150931,0.151049,stop
